명칭,우편번호,관리자,전화번호,주소,위도,경도,개요, 유산구분,문의 및 안내,개장일,쉬는날,체험안내,체험가능연령,수용인원,이용시기,이용시간,주차시설,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
현풍 500년 느티나무 테마공원,43001,,,대구광역시 달성군 현풍면 비슬로 741(현풍면),35.7018777878,128.4383061567,"서울에서 대구를 거쳐 창원으로 가는 중부내륙고속도로지선 하행선에 위치한 현풍 휴게소는 방문객들의 감성을 자극할 수 있는 ‘500년 느티나무'를 모티브로 한 테마휴게소다. 현풍 휴게소에서는 인근마을 당산나무인 500년 느티나무 할아버지에게 소원을 빌면 이루어진다는 스토리텔링을 통하여 소원우체통, 엽서, 리본을 비치하고 방문객들이 소원을 빌 수 있도록 하여 고객들에게 잊지 못할 추억을 선사한다. 500년 느티나무에 LED 조명을 설치하여 야간에는 형형색색의 화려한 모습으로 사람들의 시선을 사로잡는다. 느티나무 옆 낙동강 전망대에서는 낙동강의 수려한 경관을 바라보며 차를 마실 수 있다. 2013년 한국도로공사 176개 휴게소 중 올해의 테마휴게소로 선정되었고, 2014년에는 국토교통부 주관 '대한민국 경관대상 역사문화부문 최우수상'을 수상하였다.<br>",,053-615-0337,1978년 9월,연중무휴,"[소원리본 달기] 체험시간 5분<br />
[프로포즈 브릿지 걷기] 체험시간 5분<br />
[지압길 걷기] 체험시간 10분<br />
[트릭아트 포토존] 체험시간 5분",만 6세 이상,100명,,상시 가능,있음(소형 52대 / 대형 34대),가능,가능,,"상점정보:휴게소 편의점, 한식당, 커피매장, 의류매장, 느티나무 공방(목공예품판매)
관광코스안내:[대구-창녕 코스]<br />
대구 출발 - 현풍 느티나무 휴게소 - 창녕 우포늪 관광 - 중식(현풍할매집 곰탕) - 대구 도착<br />
[대구- 비슬산 코스]<br />
대구 출발 - 현풍 느티나무 휴게소 - 비슬산 자연휴양림 - 중식(현풍할매집 곰탕) - 대구 도착
"
중리동 곱창골목,41843,,,대구광역시 서구 평리로35길 28-10(중리동),35.8623226838,128.5439563133,대구에는 안지랑만큼 유명한 중리동이 있다. 모두 대구가 품은 곱창 골목이다. 안지랑이 돼지 곱창과 막창이 주력이라면 서구의 중리동은 소곱창이 주력 메뉴인 것이 다른점이다. 중리동 곱창골목의 역사는 30여 년 전으로 거슬러 올라간다. 지금의 아울렛 자리에 도축장이 들어서면서 주변에 식육식당과 부속물을 파는 포장마차가 생긴게 시작이었다. 2001년 검단동으로 도축장은 옮겨갔지만 곱창 전문점들은 여전히 자리를 지킨다. 소 대창과 곱창은 물론 주먹시 같은 특수 부위까지 맛볼 수 있는 맛골목이다.<br>,,053-252-2696,,,,,,,,,불가,불가,,"화장실:식당 내 화장실 이용
"
동인동 찜갈비 골목,41908,,,대구광역시 중구 동덕로36길 9-12(동인동1가),35.8709894966,128.6051506806,70년대부터 중구 동인동 주택가에서 찌그러진 양은 냄비에 푹 익힌 소갈비를 담아 매운 고춧 가루와 다진 마늘을 주 양념으로 비벼먹는 동인동 찜갈비는 간장으로만 맛을 내는 갈비찜과는 판이하게 다른 대구에만 있는 스타일이다. 술안주로도 알맞으며 식사 후 남은 양념에 밥을 비벼 먹는 맛이 맵싸하고 화끈한 것이 특징이다. 서울.경기권의 갈비찜과는 달리 혀가 얼얼할 정도로 매우면서도 달짝지근한 맛이 일품이다.,,대표 번호 없음 (업체별 상이),,업체별 상이,,,,,업체별 상이,있음 (업체별 상이),없음,없음,,
마비정 벽화마을,42967,,,대구광역시 달성군 화원읍 마비정길 259,35.7792959366,128.5422448752,"말(馬)의 슬픈 전설을 간직한 대구 달성군 화원읍 본리2리 마비정(馬飛亭) 마을이 최근 녹색 농촌체험마을사업을 통한 '벽화마을'로 탈바꿈해 대구는 물론 전국적인 관광명소로 부각되고 있다. 또한, SBS 인기 예능프로그램인 런닝맨 촬영장소로 알려져 많은 내·외국인의 관광객들이 찾고 있다.마을 전체가 60~70년대의 정겨운 농촌의 풍경을 토담과 벽담을 활용하여 벽화로 꾸며져 있으며, 국내 유일의 연리목+연리지 사랑나무와 국내 최고령 옻나무, 대나무 터널길, 이팝나무 터널길 등 자연과 호흡하며 벽화를 감상할 수 있다.<br>",,053-633-2222,,연중무휴(농촌체험장은 매주 월요일 휴무),,,,,상시 가능,있음,없음,가능,,"촬영장소:SBS 예능프로그램 '런닝맨' 촬영지
주차요금:없음
화장실:있음
이용가능시설:[기타시설] <br />
편의시설 - 정자,산책로,등산로<br />
교육시설 - 농촌체험장<br />
체육시설 - 체력단련시설<br />
특수시설 - 설치벽화, 사진촬영소
입 장 료:없음(체험비 별도)
한국어 안내서비스:단체관광해설 예약 가능 : 053-668-3914<br />
※ 매주 월~금 (예약은 여행날짜로 부터 최소 1주일 전까지는 미리 예약)
외국어 안내서비스:없음
내국인 예약안내:농촌체험장 전화예약 가능 : 053-633-2222
외국인 예약안내:없음
"
사문진 주막촌,42941,,,대구광역시 달성군 화원읍 사문진로1길 40-12,35.8111411678,128.4786968148,"사문진은 과거 경상도 관아와 대구지역 일원에 낙동강 하류로부터 유입되는 물산운송에 중심적 역할을 담당한 낙동강의 대표적인 나루터였다. 1900년 3월 26일 미국선교사 사이드 보탐에 의해 그 당시 “귀신통”이라 불린 한국 최초의 피아노가 유입된 역사적 의미를 지닌 곳이다. 또한, 1932년 일제 강점기 한국 영화계를 대표하는 이규환 감독의 “임자없는 나룻배”촬영지로 추정되는 곳이기도 하다. 주막촌에서는 막걸리를 비롯해 잔치국수, 국밥, 부추전, 두부 등 다양한 먹거리를 판매하고 있어 옛 정취와 함께 사문진 낙조의 풍경을 감상하면서 식사를 즐길 수 있으며, 사문진 나루에서는 낙동강 최초의 유람선과 나룻배를 운항하고 있다.",,053-632-3338,2013년 11월 30일,월요일,,,"5,000명 수용 가능",,"11:30~18:30 <br />
※ 계절에 따라 변동되므로 사전 확인 후 방문",주차 가능,없음,불가,,"화장실:있음
주차요금:없음
이용가능시설:주막촌, 주막카페
입 장 료:없음
내국인 예약안내:사문진주막촌 053-632-3338
"
가창 찐빵 골목,42933,,,대구광역시 달성군 가창면 가창로 1099(가창면),35.8027142041,128.6222232980,"※ 영업시간 및 휴무 여부는 가게마다 차이가 있으므로 방문전 전화문의 요망<br /><br />대구에서 청도로 가는 30번 국도. 달성군 가창면 용계마을 입구에 들어서면 겨울 추위를 잊게 하는 진풍경이 펼쳐진다. 길가에 내놓은 찜통에서 하얀 김이 모락모락 피어나고, 무언가를 사려는 사람들이 길게 줄을 늘어서 있다. 따뜻한 김을 피워내는 것은 바로 찐빵이다. 2000년 3월 첫 '옛날찐빵집'이 열리고, 현재는 9곳이 생겨나 가창찐빵 골목은 이제 대구의 새로운 명물거리로 자리잡고 있다. 찐빵골목으로 전국적인 명성을 떨치고 있는 이곳에는 500여 m에 걸친 길가에 9곳의 찐빵집이 성업 중이다. 제각각 먹음직스런 찐빵을 만들어내기에 대구에서 가창으로 들어가는 길목에는 구수한 가창찐빵을 사려는 사람들이 줄을 선다. 또한 가창찐빵거리는 2013년 10월 17일 착한골목이 되었다. 착한골목은 사랑의 열매(사회복지공동모금회)에 매월 일정액을 기부하는 착한가게들이 골목을 이뤄 단체로 가입한 경우에 선정된다. 가창찐빵골목의 찐빵집 9곳과 음식점 등 11곳이 착한가게로 참여해 전국 6번째 착한 골목을 이루었다. <br>",,053-768-5768,,연중무휴,,,,,,,없음,없음,,
대구 근대골목(근대로의 여행),41931,,,대구광역시 중구 국채보상로102길 66,35.8677811868,128.5867579454,"대구 근대골목은 대구의 골목을 걸으며 살아있는 역사를 만나는 체험여행이다. 대구는 한국전쟁 당시 다른 지역에 비해 피해가 크지 않았다. 덕분에 전시 전후의 생활상이 비교적 잘 유지된 편이다. 곳곳이 역사적으로 다뤄지는 중요한 장소이면서, 우리네 아버지와 어머니 그리고 할아버지와 할머니의 온기가 느껴지는 곳이기도 하다.",,쌈지공원 관광안내소 053-661-3327<br>대구광역시 중구 문화관광 053-661-2000,,,"체험 프로그램 안내 <a href=""http://www.jung.daegu.kr/new/culture/pages/tour/page.html?mc=0249"" target=""_blank"" title=""새창: 체험 프로그램"">http://www.jung.daegu.kr/new/culture/pages/tour/page.html?mc=0249</a>",,,,,,없음,없음,,
선교사블레어주택,41931,,,대구광역시 중구 달구벌대로 2029(동산동),35.8666257294,128.5849831341,"선교사인 블레어와 라이스가 살던 집으로 1910년경에 지어진 건물이다. 현재는 교육·역사 박물관으로 사용 되고 있다. 붉은 벽돌로 지은 2층집이며, 남북방향으로 긴 형태이고 안의 건축재료를 일부분 바꾼 것 이외에는 건물의 형태와 구조는 잘 남아 있다. 지붕 위엔 붉은 벽돌로 된 굴뚝이 있고 건물 안의 바닥은 나무로 된 마루바닥이다. 1층에는 베란다·응접실·거실·침실·식당·부엌이 있고, 계단으로 연결된 2층에는 침실·욕실 등이 있다. 창문은 위 아래로 열 수 있게 되었으며, 현관의 베란다 윗부분에는 일광욕실이 있다. 선교사 블레어 주택은 당시 미국의 주택모습을 살필 수 있는 좋은 건물이다.<br>",,053-661-2193,,공휴일,,,,,"평일 10:00~12:00 / 13:00~17:00 <br />
주말(토) 10:00~12:00<br />
※ 관람종료 1시간 전까지 입장",없음,없음,불가,,"화장실:없음
입 장 료:없음
"
읍내동 마애불상,41400,,,대구광역시 북구 칠곡중앙대로129길 169-3(읍내동),35.9637417391,128.5434229817,"강암으로 병풍처럼 된 바위에 불상과 함께 좌측에는 탑, 우측에는 관음보살상을 조각해 놓았다. 신라시대의 것으로 추측되며 현재는 조각된 상태가 분명하지 못하다. 원래 이 곳은 못이었는데 독실한 불교신자가 배를 타고 건너가 이 바위에 부처를 조각했다는 전설이 있다.",,053-665-4326,,,,,,,,,없음,없음,,
와룡산(대구),42605,,,대구광역시 달서구 선원로33안길 66(이곡동) 등산로 입구,35.8697101184,128.5103674020,"* 와룡산 소개 <br />와룡산은 해발 299.6m 이며, 서구와 달서구 쪽이 용의 꼬리와 몸체 일부이고, 머리는 달성군 다사 쪽으로 놓여 있다. 와룡산에 읽힌 이야기는 여러 가지가 전해지고 있다. 아주 오랜 옛날에 산 아래에 옥연(玉淵)이 있어 용(龍)이 노닐다가 그 못에서 나와 막 승천하려고 하는데 지나던 아녀자가 이를 보고 놀라서 ""산이 움직인다.""하고 소리치자, 이 소리를 들은 용이 승천하지 못하고 떨어져서 산이 되었다고 하여 와룡산으로 불리게 되었다고 전해지고 있다. 서구, 달서구, 달성군에서 오르는 다양한 등산로가 있으며, MTB도로로 1.6km 구축되어 있다.<br /><br />* 진달래 군락지 <br />와룡산은 도심과 가깝고 산세가 완만하여 찾는 이가 많다. 매년 4월 초순경이면 금호강 쪽으로 흘러내린 용미봉 일원에 아름다운 진달래가 장관을 이룬다. 진달래군락지는 대구경관자원 52선 중 하나로 선정되어 있다.<br /><br />* 상리봉 전망대 <br />2015년 12월에 준공된 상리봉 전망대는 대구 도심과 금호강을 파노라마로 감상할 수 있다. 전망데크, 포토존, 조형벤치 등이 설치되어 있으며, 새로운 관광명소로 자리매김하고 있다.<br>",,053-803-4408,,연중무휴,,,,,,,없음,없음,,
국우동 탱자나무,41408,,,대구광역시 북구 도남길 45-7(국우동),35.9531297374,128.5804811194,"대구광역시 북구 읍내동에서 지방도를 따라 동북으로 약 3km가면 국우동에 이르는데 이 마을 685번지 배종현씨 댁 뒷뜰에 옛날 생울타리로 심었던 듯한 수령 400년에 가까운 탱자나무가 3그루 서 있다. 그 중 맨 서쪽 언덕배기의 1그루는 지면 가까이에서여러갈래로 나눠졌는데 둥치 밑둘레가 1.7m에 이른다.맨 동쪽에 서 있는 1그루는 둥치 밑둘레 1.5m에 지상 0.7m높이의 원둥치 둘레 0.65m이고 가지는 동으로 6m, 서로 2.3m,남으로 6m, 북으로 4.4m뻗어있다.  나무 높이는 3~5m정도이다.<br>",,053-627-8906,,,,,,,,,없음,없음,,
서부 오미(味)가미(味)거리,41798,,,대구광역시 서구 국채보상로75길 25-1(비산동),35.8746495855,128.5721868162,"오미(味)가미(味)에서 유추할 수 있 듯, '오면서 먹고 가면서 먹는다'라는 뜻으로 다양한 국적의 음식과 더불어 독특한 메뉴들도 함께 즐길 수 있다. 가게명도 상당히 독특하고 취급하고 있는 음식이나 상품 또한 지역내 그 어디에서도 찾아보기 힘들기에 기존 먹자거리에서 식상함을 느낀 이들의 발길이 이어져 빠르게 사람들의 입소문을 타고 있다. 50여개의 음식점뿐만 아니라, 공방, 악세사리점, 전통 시장 점포 등이 함께 어우러져 있기에 임으로 눈으로 즐길 수 있다.<br>",,053-663-2000,,연중무휴,,전연령,,,점포마다 상이함,주차가능(서부시장 공영주차장),없음,없음,,"화장실:있음
"
반고개 무침회 골목,41870,,,대구광역시 서구 달구벌대로375길 14-1(내당동),35.8622926131,128.5701151199,"1960년대 초, 반고개 ‘진주식당’의 주인인 ‘화끈할매’에 의해 태동하여 현재 14개 업소가 성업 중이다. 대구 10味 중 하나이며, 현재 시티투어 코스에 편입되어 있다. 무침회는 삶은 오징어, 소라 등에 싱싱한 무채와 미나리를 넣어 초고추장에 버무린 것으로, 부드럽고 쫄깃하다. 톡 쏘는 매운 맛과 새콤달콤한 맛의 조화는 중독성이 강하다. 밑반찬으로 나오는 재첩국과 의 궁합은 환상적이다.<br>",,대구 서구 경제과 053-663-2654,,연중무휴,,,,,,,없음,없음,,
인동촌 아나고골목,41796,,,대구광역시 서구 북비산로74길 49(비산동),35.8768216663,128.5778612559,"시골읍내의 정서가 그대로 묻어나는 곳으로, 달성공원 담벼락에서 북비산네거리 쪽으로 150m에 이른다. 현재 20여개의 식당이 새벽까지 손님맞이에 여념이 없다. 아나고는 회로 먹어도 좋고, 구워 먹어도 그 맛이 일품이다. 술안주로도 제격이며, 양념장에 버무려 시원한 물김치와 함께 먹기도 한다. 단백질과 아미노산이 풍부해 여름철 기력회복에 좋다.<br>",,053-627-1337,,연중무휴,,,,,,,없음,없음,,
고산골,42502,,,대구광역시 남구 고산3길 95-1(봉덕동),35.8191841675,128.6007580634," 고산골과 산성산 중간쯤에 위치하고 있는 전망대로, 이 전망대에 서면 아름다운 자연과 어우러진 대구 남구 지역의 경관이 한눈에 들어오며, 특히 해질녘 은하수가 내려 앉은 듯한 도심의 야경을 조망 할 수 있다. 이곳은 2013년 문화체육관광부 ""사진찍기 녹색명소 조성사업""공모사업에 선정된곳이다. <br>",,053-664-2852,,,,만 7세이상,,,,,없음,불가,,"등산로:* 고산골~산성산(3.6km  2:00)
관광코스안내:공룡발자국 - 앞산맛둘레길 - 낙동강승전기념관 - 앞산카페거리 - 안지랑곱창골목
화장실:없음
입 장 료:없음
"
이천동 99계단 벽화마을,42423,,,대구광역시 남구 이천로29길 28-1(이천동) 일대,35.8534218907,128.5970157747,"이곳은 서울의 인사동 거리처럼 고미술거리로 널리 알려진 대구 남구 이천동 고미술 거리 건너편으로, 전통사찰인 서봉사가 있고 그 아래 나지막하면서 오래된 한옥이 밀집해 있는 수도산 자락에 있다. 어둡고 칙칙한 시멘트 담장만 있던 골목 99계단에 99세까지 88하게라는 타이틀의 벽화를 조성하여 밝고 아름다운 벽화 골목으로 조성했기 때문에 더욱 의미가 있는 곳이다.<br>",,053-664-3253,,,,,,,,,없음,불가,,
앞산 케이블카(앞산 전망대),42502,,,대구광역시 남구 앞산순환로 574-114 앞산케이블카,35.8244027709,128.5871646710,"앞산전망대는 대구광역시 남구에 위치한 전망대로 대구시가지를 한눈에 조망할 수 있는 대구관광의 명소이다. 앞산전망대의 건축물은 도시와 자연, 역사와 미래를 함께 엮어낸 성공적인 건축물로 평가되고 있다. 관광객들도 많이 찾고 있지만 무엇보다 대구에서 먹고 자고 살아가는 대구 시민에게 대구가 어떤 도시라는 산교육을 할 수 있는 교육장의 역할도 하고 있다.",,053-656-2994,,,,만 7세이상,,,"월별 운행시간 상이하며, 우천 및 기타 사정으로 조기 종료 될 수 있음",공영주차장 이용,없음,불가,,"등산로:* 안지랑골입구 - 안일사 - 앞산전망대 (2.5km / 1시간 소요) <br />
* 큰골입구 - 케이블카 - 앞산전망대 (3.2km / 40분 소요)
관광코스안내:앞산자락길 - 앞산별자리체험학습장 - 앞산맛둘레길 - 앞산카페거리 - 안지랑곱창골목
화장실:있음
시설이용료:[앞산케이블카 왕복요금]<br />
* 개인 :대인 12,000원 / 소인 8,000원<br />
* 단체 :대인 11,000원 / 소인 7,000원<br />
<br />
[앞산케이블카 편도요금]<br />
* 개인 :대인 8,000원 / 소인 6,000원<br />
* 단체 : 대인 7,000원 / 소인 5,000원<br />
<br />
※ 소인 (만 4세 ~ 초등학생) / 단체 (30인 이상 동시 입장 / 토·일·공휴일 제외) <br />
※ 대구 시티투어 이용객 왕복 요금 20% 할인 (단, 투어당일 승차권에 한함
"
대구섬유박물관,41028,,,대구광역시 동구 팔공로 227(봉무동),35.9191096976,128.6403017970,"대구텍스타일콤플렉스(Daegu Textile Complex,DTC)섬유박물관은 대한민국의 유일의 종합섬유박물관으로,
우리나라 섬유·패션의 역사를 조망함과 함께 나아갈 방향을 찾기 위해 건립되었다. 섬유박물관의 전시공간은 대기업과 중소기업,
유관기관들이 참여함으로써 역사성과 전문성 등이 알차게 표현되어 있다. 그리고 내외에는 실과 바늘,누에고치 컨셉 등으로 제작한 조형물들이 곳곳에 설치되어 있어 볼거리를 더한다. 비즈니스와 문화가 어우러진 신개념 문화공간으로 활용되는 동시에 많은 이들에게 섬유·패션에 대한 영감을 줄 수 있는 곳이다.",,053-980-1004,,"매주 월요일 (단, 휴관일이 공휴일일 경우 그 다음 평일에 휴관), 1월1일, 설/추석 당일",유아부터 성인까지 다양한 연령에 맞춰 교육프로그램이 운영되고 있다. 자세한 사항은 홈페이지에서 확인할 수 있다.,,,,09:00~18:00 (입장마감 17:00),"주차장 지상 1층 6대, 지하 1층 226대, 2층 205대",없음,없음,,"입 장 료:입장료 전시 관람은 무료 (일부 기획 전시는 유료일 수 있음) <br />
일부 체험의 경우 별도의 체험비 있을 수 있음
주차요금:무료
외국어 안내서비스:사전 예약 신청 후 가능(영어, 중국어 가능)
한국어 안내서비스:전시 해설 사전 신청 가능
"
대명공연문화거리,42402,,,대구광역시 남구 계명중앙1길 54(대명동),35.8557435846,128.5826086460,"현재 대구 남구 대명동 아이시티(ICT) 파크 일대에는 연극극단, 음악가, 개인화실, 게임제작·배급업소, 예술기획사, 악기사 등 다양한 장르의 예술인 및 예술단체가 활동하고 있다. 이들 예술인 및 예술단체의 예술적 감성과 역량을 한곳에 모을수 있게 이 일대를 공연문화의 거점공간으로 조성하여 공연산업의 자생적 기반을 확보하였다. 지역 공연단체 유인을 통한 집적화로 지역민들에게 상시적으로 공연 활동을 제공하여 생활속의 문화 향수권을 확대할수 있는 문화공연의 1번지이다.<br>",,053-664-3264,2010년 2월 27일,,"공연관람, 로드페스티벌 시 각종 체험행사(연 1회 축제 개최)",만 8세 이상,약 200명,,,있음 (57면),불가,가능,,"화장실:있음
외국인 예약안내:전화/홈페이지 예약가능(공연장별 상이)
내국인 예약안내:전화/홈페이지 예약가능(공연장별 상이)
"
공룡공원,42503,,,대구광역시 남구 용두2길 43(봉덕동),35.8300524321,128.6034408589,"대구광역시 남구의 앞산 고산골에 위치한 공룡공원에서는 실물과 비슷한 크기로 제작된 티라노사우루스와 스피노사우루스, 스테고사우루스, 브라키오사우루스 등의 공룡 모형을 만나 볼 수 있다. 공룡 주변에는 공룡알과 새끼공룡 등을 제작하여 포토존을 조성되어있어 자유롭게 사진을 찍을 수 있고, 안내판에 안내된 스마트폰 증강현실 콘텐츠 앱을 이용하면 공룡화석 생성과정을 영상으로 볼 수 있어 더욱 생생한 공룡 체험이 가능하다.<br>",,053-664-2782,,,,,"약 1,200명",,,있음 (52면),불가,가능,,"입 장 료:무료
주차요금:당일 2,000원
화장실:있음
한국어 안내서비스:공룡해설사 안내 가능 (매일 2회)<br/>
- 10:00~12:00<br/>
- 13:00~15:00<br/>                                       
※ 단, 이상기후 시 제외
"
고산골 메타쉐콰이어길,42503,,,대구광역시 남구 용두2길 43,35.8300524321,128.6034408589,"대구광역시 남구는 연간 350만명이 이용하는 앞산 공원 진입로인 고산골에 메타쉐콰이어 숲길을 조성하여,시민들에게 건강한 휴식을 제공하고 있다. 고산골 메타쉐콰이어 숲길은 메타쉐콰이어길과 앞산의 숲이 아름답게 조화를 이루는 명품거리로 사랑받고 있다.<br><br>
* 고산골<br>
신라말엽 왕실에 대를 이을 왕자가 없어 근심이 컸던 왕은 꿈에 백발 노인이 나타나 서쪽으로 수 백 리 되는 곳에 절을 짓고 정성을 다하면 소원이 이루어 진다하여 지금의 고산골에 절을 짓고 그 이름을 '고산사'라 하였다. 이듬해 왕비가 백일기도를 드리고 왕자를 낳자 왕은 대단히 기뻐하여 고산사에 3층 석탑을 세웠다. 고산골이란 명칭은 이 고산사에서 유래되었으며 고산사는 임진왜란때 소실되고 지금의 법장사가 재건되었다.
<br>",,053-664-2782,2010년 4월,연중무휴,,만 7세 이상,"약 1,500명",,,있음 (52면),불가,없음,,"관광코스안내:고산골-전망대-산성산-비슬산갈림길-잣나무군락-체육공원-고산골관리소-조각공원-공룡공원-메타세콰이어길
입 장 료:무료
주차요금:당일 이용 2,000원
이용가능시설:편의시설 - 정자, 전망대, 산책로, 등산로, 관리사무소 <br/>
교육시설 - 공룡안내사 <br/>
체육시설 - 심신수련장 <br/>
위생시설 - 화장실, 음수대 <br/>
특수시설 - 공룡공원, 사진촬영소, 조각공원
화장실:있음
"
아이니테마파크(대구 스타디움점),42250,,053-792-7600,대구광역시 수성구 유니버시아드로 140(대흥동),35.8317037939,128.6873500935,"아이니테마파크 대구 본점은 실내복합형 애니멀테마파크로 1300평의 실내규모로 불가사의 유적물로 제작된 건축물들속 다양한 동물들이 전시되고 있다. 육상동물 외에도 아쿠아리움 내 펭귄 , 물범 , 상어 등 다양한 해양생물들과 절지류 등 생물들과 표본 및 화석들이 전시되고 있다. 생태설명타임 , 댄스공연 , 마술공연 등 문화요소도 함께 접할수 있으며 미니기차 , 수중보트 , 플라이윙 , VR체험 , 아쿠아 스크린 , 화석발굴체험 등 다양한 체험요소들을 함께 즐길수 있는 복합형 실내 애니멀테마파크 이다.<br>",,053-792-7600,,연중무휴,,전연령,,,10:00~20:00 (발권/입장 마감 19:00),주차가능,불가,불가,,"화장실:있음 
입 장 료:1인 17,000원<br/>
※ 무료입장 : 24개월 미만(증빙서류 지참시)
"
대구제일교회,41931,,,대구광역시 중구 국채보상로102길 50(남성로),35.8683617281,128.5895493503,"* 경북지방 최초의 기독교회, 대구 제일교회 *<br /><br />고종 32년(1895) 부산에 있었던 북장로교 선교본부가 대구로 옮겨지고, 광무 2년(1898)에 기와집 4동을 교회당으로 사용하였다. 계속해서 신도가 늘어 1908년에 재래양식과 서구 건축양식을 합작시킨 새로운 교회당을 지었다. 1933년 신도들의 헌금과 중앙교회의 성금으로 교회당을 새로 짓고 제일교회로 이름을 바꾸었다. 그 후 1937년에 이주열 권사가 높이 33m의 종탑을 세웠고, 1969년에 내부공사를 하고 1981년에 건물 뒤에 515.7m²(156평)의 성전을 늘렸다.현재 이 건물의 전체적인 양상은 평면이 남북으로 긴 직사각형이고, 앞면 중앙에 현관을 두고 오른쪽에는 종탑을 세운 간결한 고딕 건물이다. 1층은 사무실·유치원·청소년 예배실로 사용하고, 2층은 전체를 예배실로 사용하고 있다. 대구 제일교회는 대구의 수많은 교회 건물 중 가장 오랜 역사를 가졌고, 기독교가 근대화에 기여한 상징물로서 근대 건축사 연구에 귀중한 자료가 되고 있다.<br /><br />* 제일교회의 역사적 의의 *<br /><br />제일교회의 본당은 평면이 남북으로 긴 직사각형의 건물로, 정면 중앙에 현관을 두고 우측에 종탑을 둔 벽돌조 2층의 간결한 고딕양식이다. 1969년 내부 중수공사를 하였고, 1981년 6월 본당 뒤편으로 156평을 증축하였다. 1층에는 사무실·유치원·청소년 예배실이 있고 2층에는 대예배실이 있다. 건물 외관에 고딕양식이 잘 나타나 있어 대구지역 근대건축사 연구에 귀중한 자료이다.또한, 제일교회는 경북지방에 처음 생긴 기독교회로, 선교사들이 이 지방을 개화시키기 위해 근대적 의료 및 교육을 전개했던 곳으로 선교사들이 근대적 의료 및 교육을 전개하였던 거점으로서 역사적 의의를 지닌 곳이다.<br>",,053-253-2615,,,,,,,,있음,불가,불가,,"입 장 료:무료
한국어 안내서비스:가능
"
대구 계산동성당,41933,,,대구광역시 중구 서성로 10(계산동2가),35.8679756281,128.5877689624,"대구(大邱) 계산동(桂山洞) 성당(聖堂)은 1886년 대구 지역 선교 활동을 책임 맡고 부임한 로베르(1853~1922) 신부가 지금의 계산동 성당 부지를 매입하면서 건립되기 시작하였다. 1899년 한국식의 목조 십자형 건물으로 지어졌으나 1년 만에 화재로 모두 소실되었다. 그 후 재건축에 착수하여 로베르 신부가 설계하고, 국내에서 찾아보기 힘든 함석이나 스테인드 글라스 등의 재료들은 프랑스 및 홍콩에서 들여와 사용하였다. 건물은 공사가 시작되고 3년이 지난 1902년에 완성되었다. 이 건물은 대구 지역에서 유일하게 남아있는 1900년대 초기의 건축물이다. 성당의 평면은 라틴 십자형 (Latin cross)으로 중심의 본랑(nave)과 양쪽의 측랑 (transept)으로 구성된다. 이런 평면 구조는 성당의 평면, 건물의 외부와 내부 공간에서 뚜렷하게 볼 수 있다. 또한 건물 전체적으로는 둔중한 로마네스크 양식을 띠고 있지만 첨탑과 스테인드글라스 등의 고딕적 요소들이 부분적으로 나타나고 있다.

* 대구계산동성당의 천주교적 의의 *
대구계산동성당은 영남지방에 천주교를 토착화하는 데 중추적 역할을 하였으며, 1911년 조선교구로부터 분리, 대구대교구 주교좌 본당이 되었는데, 초대 주임신부에는 로베르를 임명하였다. 성당 부지에는 설계자를 기념하는 동상과 주교관이 있다. 이 성당 건물에서 동남쪽 600여m 지점에 있는 관덕정(觀德亭) 순교 기념관에는 을해 ·정해 ·병인박해 때 교우들의 은신처였던 한티고개·신나무골 등 교우촌에서 붙잡혀 처형된 순교자들의 유물 30여 점 등 65점의 유물이 전시되어 있다.<br>",,계산성당 053-254-2300,,,,전연령,,,"* 본당 미사시간<br/
토요특전 - 16:00, 19:30<br/>
주일 - 06:30, 08:00, 09:30, 11:00, 17:00. 18:30, 20:00, 21:30<br/>
월요일 - 06:30<br/>
화~금요일 - 06:30, 11:30, 19:30<br/>
토요일(평일) - 06:30",주차가능,없음,불가,,"입 장 료:무료
화장실:있음
"
바운스 트램폴린파크(대구신세계점),41229,,,대구광역시 동구 효신로 88,35.8793946049,128.6324702620,"신세계 놀이문화 공간 바운스, VAUNCE(바운스)는 국내 최초, 최대 규모의 트램폴린파크로 넓은 공간에 다양한 트램폴린의 탄성을 이용하여 중력을 거스르는 자유로움과 건강한 즐거움을 제공하는 도심속의 신개념 놀이문화 공간이다. 트램폴린 시설과 함께 미션게임, 닷지볼리그, 신나는 음악과 반짝이는 조명아래 끼와 흥을 발산할 수 있는 피버나잇 등 무료로 참여가능한 다양한 프로그램을 운영하고 있다.<br>",,053-661-1780,2016년 12월 15일,백화점 휴점일과 동일,,21개월부터,,,10:30 ~ 21:00,,불가,불가,,"촬영장소:떠나보니 - 대구편, 슈퍼맨이 돌아왔다(26회, 198회), 블랙핑크tv 등 예능 촬영지
입 장 료:※ 이용시간 및 금액은 센터로 문의<br />
- 동대구 신세계 : 053-661-1780
화장실:있음 
외국인 예약안내:예약은 파티/단체/워크샵만 가능
내국인 예약안내:예약은 파티/단체/워크샵만 가능
"
